序号,省份,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-领导及邮箱,国际处-电话,理工学院数,理工学院明细,备注
143,江苏省,南京邮电大学,,双一流,公办,82,https://www.njupt.edu.cn/46/list.htm,,njupt@njupt.edu.cn,（86）-25-85866888,http://yzb.njupt.edu.cn/,,yzb@njupt.edu.cn,025-83492350,https://dice.njupt.edu.cn/,,,,,11,"通信与信息工程学院 | http://scie.njupt.edu.cn/ | 邮箱:ici-yb@njupt.edu.cn | 电话:025-83492420
电子与光学工程学院、柔性电子（未来技术）学院 | http://eoe.njupt.edu.cn/ | 邮箱:dgxy@njupt.edu.cn
计算机学院、软件学院、网络空间安全学院 | http://cs.njupt.edu.cn/ | 邮箱:jsjxy@njupt.edu.cn | 电话:025-85866432
自动化学院 | http://coa.njupt.edu.cn/ | 邮箱:zdh@njupt.edu.cn; ai@njupt.edu.cn | 电话:025-85866506
人工智能学院 | http://ai.njupt.edu.cn | 电话:025-85866412; 025-85866572
材料科学与工程学院 | http://iam.njupt.edu.cn/
化学与生命科学学院 | http://chem.njupt.edu.cn/ | 邮箱:iamhsy@njupt.edu.cn | 电话:025-83535682
理学院 | http://lxy.njupt.edu.cn/ | 邮箱:lxy@njupt.edu.cn | 电话:025-85866171
现代邮政学院、智慧交通学院 | http://simp.njupt.edu.cn/ | 邮箱:dgxy@njupt.edu.cn | 电话:025-83535881
应用技术学院 | http://yyjsxy.njupt.edu.cn/ | 邮箱:yyjsxy@njupt.edu.cn | 电话:025-85483065
工程实验教学部 | https://deei.njupt.edu.cn/ | 电话:025-85866691",
144,河南省,河南大学,,双一流,公办,95,https://www.henu.edu.cn/zsjy.htm,,,,https://grs.henu.edu.cn/,Copyright,yjsy@henu.edu.cn,,http://iao.henu.edu.cn/,,,"李秋叶 书记（。会议首先进行第一议题学习。全体同志认真学习了习近平总书记关于树立和践行正确政绩）
毛立群 主任（负责人出席会议）
卢克平 书记（负责人陪同会见）
伊丽莎 副院长（主持艺术专业本科教育项目课程教学、科研与项目管理等工作等内容召开）
教育学 副院长
育合作 主任（主管Deborah Tyler）",,13,"数学与统计学院 | https://maths.henu.edu.cn/ | 电话:0371-23881696
物理与电子学院 | https://phye.henu.edu.cn/ | 电话:037123881602(; 037123881602
化学与分子科学学院 | https://ccce.henu.edu.cn/ | 电话:0371-58527011; 0371-80961137; 0371-80961132
纳米科学与材料工程学院 | https://lab.henu.edu.cn/ | 邮箱:Yuanban2023@163.com | 电话:0371-22687375; 0371-22687369
地理科学与工程学部 | https://fgse.henu.edu.cn/index.htm
生命科学学院 | https://bio.henu.edu.cn/ | 电话:0371-23887799
新能源与智能制造学院 | https://energy.henu.edu.cn/ | 邮箱:energy@henu.edu.cn | 电话:0371-58527001（
柔性电子学院 | https://sofe.henu.edu.cn/ | 邮箱:hdrxdzxy@henu.edu.cn | 电话:0371-55611995
计算机与信息工程学院 | https://cs.henu.edu.cn/ | 电话:0371-23883088
软件学院 | https://software.henu.edu.cn/ | 电话:0371-22166366
人工智能学院 | https://ai.henu.edu.cn/ | 邮箱:rczprgzn@henu.edu.cn | 电话:0371-65368565; 13213063223
建筑工程学院 | https://tujian.henu.edu.cn/ | 电话:034395290523
未来技术学院 | http://future.henu.edu.cn/index.htm | 邮箱:hdfuture@126.com | 电话:0371-27537976",
145,浙江省,中国美术学院,,双一流,公办,,,,,,,,,,,,,,,1,－工业设计学院 | https://www.caa.edu.cn/xy/jxjg/gysjxy.htm | 邮箱:gysjsdsf@caa.edu.cn | 电话:057187164609; 17562033630,
146,浙江省,宁波大学,,双一流,公办,78,https://ndjy.nbu.edu.cn/,,byb@nbu.edu.cn,0574-87600228,https://graduate.nbu.edu.cn/,,,0574-87609123,https://wsc.nbu.edu.cn/,,,"任友群 副部长（会议，中法两国百余所高校的负责人和专家参与论坛。中法多所大学负责人围绕构建面向未）
周洵瑛 处长（全面主持国际处工作）: zhouxunying@nbu.edu.cn
潘峰 副处长（分管孔子学院、教师出国管理、学生出国交流交换、国际会议）: panfeng@nbu.edu.cn
董新 出国管理岗（负责出国管理、国际会议、创安工作、资产设备管理）: dongxin@nbu.edu.cn
颜静意 外籍教师管理岗（负责外专外教、双学位项目、中外合作办学）: yanjingyi@nbu.edu.cn
杨美美 综合办公室（负责外事接待、国际中文教育、综合事务）: yangmeimei@nbu.edu.cn
谭丹 交换生管理岗（负责交换学生、学生交流）: tandan@nbu.edu.cn
ANAND THIRUPATHI（印度国籍，获维纳娅.米森大学生物化学硕士学位和彭奈亚拉马佳亚科技学院生物化学博士学位。现在宁波大学体育学院从事专职科研工作。）
SASAKI AMI（日本国籍，获日本岩手大学文学硕士，现任宁波大学外国语学院日语语言教师。）
HILDEGARD ZANGENB（德国国籍，获南非自由加州大学文学学士，曾在宁波外事学校担任德语教师。现任宁波大学外国语学院德语语言教师。）
MATTHEW LEE BIRD（加拿大国籍，获卡尔加里大学教育学硕士学位，曾在宁波市职业技术学院担任英语语言外教，现任宁波大学外国语学院英语语言教师。）
Arthur,Louis,Roger HAMON（法国国籍，获法国蒙彼利埃商学院金融管理硕士学位，曾在法国昂热大学担任法语教师，后又在宁波大学担任法语教师。）
Frédéric CA（法国国籍，获法国图卢兹第二大学应用外语学士学位，曾在法国布里斯托尔大学担任法语教师，后又在中国吉林师范大学博达学院担任法语教师。）
Vincent Freddy Philippe Carnet（法国国籍， 获阿尔多瓦大学对外法语硕士学位。曾于法国阿贝阿尔高中担任法语助教，后又在中国湘潭大学及匈牙利Fenyi Giua Jezsuita Gimnasium担任法语教师，现于宁波大学昂热大学联合学院担任法语语言教师。）
Dana Williams（美国凤凰城大学博士，曾任佛罗里达州开普兰大学教授。主要承担企业财务，财务管理，经济学，会计学原理和人力资源课程。拥有多年企业培训师经验，擅长于商务训练、企业管理咨询、不动产和企业管理。现任宁波大学商学院专业外教。）
Robert Lumpert（于1994年获得美国克利夫兰州立大学 MBA学位。多年从事英语教育，曾赴泰国商会大学研究生院、日本东京国际教育中心、越南胡志明市VUS学校 、中国武汉中英学校 、缅甸理工学院商学院等多个院校任外语教师。现在宁波大学商学院担任专业外教。）
TOUNSI DEJLA（突尼斯国籍，宁波大学工商管理硕士，目前就职于宁波大学商学院，专业外教。）",,10,"物理科学与技术学院 | http://phys.nbu.edu.cn/
数学与统计学院 | http://math.nbu.edu.cn/
材料科学与化学工程学院 | http://fmsce.nbu.edu.cn/ | 邮箱:chxy@nbu.edu.cn | 电话:0574-87609987
地理科学与遥感技术学院 | https://geo.nbu.edu.cn/ | 邮箱:nbugeo@nbu.edu.cn
力学与工程科学学院 | http://eng.nbu.edu.cn/ | 电话:0574-87600302
机械工程与智能制造学院 | https://me.nbu.edu.cn | 电话:0574-87600302
集成电路学院 | http://eecs.nbu.edu.cn/ | 电话:0574-87609488
土木工程与未来城市学院 | http://jgxy.nbu.edu.cn/
海洋学院 | http://haiyang.nbu.edu.cn/ | 电话:0574-87600551
食品科学与工程学院 | http://cfse.nbu.edu.cn/ | 电话:0574-87604388",
147,湖南省,湘潭大学,,双一流,公办,117,https://www.xtu.edu.cn/zsjy.htm,,zsk@xtu.edu.cn,0731-58293807,https://www.xtu.edu.cn/jyjx/yjsjyjx.htm,,,030202001058,https://gjjlc.xtu.edu.cn/,,,"夏卓琼 副处长（职责:主持行政全面工作；分管综合行政、宣传等工作）
周文君 负责人（日常行政、人事、财务、后勤、安全管理、工会等工作）: gjjl@xtu.edu.cn
贺逸君 负责人（校际交流与合作项目、校际协议的签署及执行，合作办学机构（项目）的申报，教育部国（境）外合作项目的申报等）: xjjl@xtu.edu.cn
王晓颖 负责人（各类长短期外专外教的出入境管理及外事服务，因公出国（境）手续办理）: zjk@xtu.edu.cn
谢娉彦 负责人（国际学生招生与管理、对外汉语教学）: lxsb@xtu.edu.cn
向春名 负责人（华侨港澳台学生工作、国际会议）: gatxsbgs@xtu.edu.cn",,13,"数学与计算科学学院 | https://math.xtu.edu.cn | 电话:0731-58292194
人工智能与统计学院 | https://ai.xtu.edu.cn/ | 电话:1376223576; 030202001058
物理与光电工程学院 | http://wlxy.xtu.edu.cn/ | 邮箱:xlxy@xtu.edu.cn | 电话:0731-58292195; 0731-58292468
化学学院 | https://hxxy.xtu.edu.cn/ | 邮箱:hxxyuan@xtu.edu.cn | 电话:0731-58292251
材料科学与工程学院 | https://clxy.xtu.edu.cn/ | 电话:0731-58298119
化工学院 | http://hgxy.xtu.edu.cn/ | 电话:0731-58298171
环境与资源学院 | http://hjzy.xtu.edu.cn | 电话:58298873); 0731-58298873
机械工程与力学学院 | http://jxgc.xtu.edu.cn/ | 电话:0731-58292209(
自动化与电子信息学院 | http://aei.xtu.edu.cn | 电话:2025-2026; 400-66-71096
计算机学院 | http://jwxy.xtu.edu.cn
土木工程学院 | http://cem.xtu.edu.cn/ | 邮箱:cem@xtu.edu.cn | 电话:0731-58293084
创业学院 卓越工程师学院 | https://cyxy.xtu.edu.cn/ | 电话:030202001058
工程教学部 | http://etc.xtu.edu.cn | 邮箱:etc@xtu.edu.cn | 电话:0731-58292904",
148,上海市,上海师范大学,,软科top150,公办,123,https://www.shnu.edu.cn/10/list.htm,,,009102000050,https://www.shnu.edu.cn/36/list.htm,,,009102000050,https://www.shnu.edu.cn/0e/e3/c31926a855779/page.htm,,,"历史系 主任（主持《宋史》《续资治通鉴长编》等史学巨著的标点）
中文系 主任（负责人、国家重点学科“比较文学与世界文学”带头人）
历任正 副书记（负责人名录 原上海师范高等专科学校历任党政领导人名录 历任党委（）",009102000050,7,"心理学院 | https://psy.shnu.edu.cn/ | 邮箱:xlxy@shnu.edu.cn | 电话:021-64320016
数理学院 | https://mathsc.shnu.edu.cn/ | 电话:021-64322505
生命科学学院 | https://cls.shnu.edu.cn/ | 电话:021-64322143
化学与材料科学学院 | https://ccms.shnu.edu.cn/ | 邮箱:zhyh@shnu.edu.cn | 电话:021-64328709; 021-54508739
环境与地理科学学院 | https://segs.shnu.edu.cn/ | 邮箱:cloffice@email.shnu.edu.cn | 电话:021-64322850
信息与机电工程学院 | https://xxjd.shnu.edu.cn/ | 邮箱:haiping@shnu.edu.cn; jinpingt224433@163.com; lily4217@126.com | 电话:86-21-57122593; 57122443
建筑工程学院 | https://jiangong.shnu.edu.cn/ | 电话:021-57122530",
149,上海市,上海理工大学,,软科top150,公办,106,http://91.usst.edu.cn/,,,,http://yjs.usst.edu.cn/,,,021-55272623,https://ie.usst.edu.cn/8799/list.htm,,,陈琦 处长（负责人宋锡旼一行到访上理工）,86-21-55276621,8,"能源与动力工程学院 | http://ndxy.usst.edu.cn/ | 邮箱:usst_sepe@usst.edu.cn | 电话:021-55272320
光电信息与计算机工程学院 | http://oece.usst.edu.cn/ | 邮箱:guangdiangh@163.com | 电话:021-55272982
机械工程学院 | http://me.usst.edu.cn/
环境与建筑学院 | http://sea.usst.edu.cn/ | 邮箱:sea@usst.edu.cn | 电话:021-55275979
健康科学与工程学院 | http://jiankang.usst.edu.cn/ | 电话:021-55270818
材料与化学学院 | http://chxy.usst.edu.cn/ | 邮箱:chxygh@126.com | 电话:021-55270632
智能科技学院 | http://saist.usst.edu.cn/ | 邮箱:zhangyinan@usst.edu.cn | 电话:021-55275116
公利医院医疗技术学院 | https://glhospital.usst.edu.cn/ | 电话:021-58858730",
150,云南省,昆明理工大学,,软科top150,公办,110,https://www.kust.edu.cn/zsjy/bkszs.htm,,,011402000430,https://www.kust.edu.cn/zsjy/ssyjszs.htm,,,011402000430,https://global.kust.edu.cn/,,,,,13,"生命科学与技术学院 | http://life.kust.edu.cn/ | 电话:0871-65920570
环境科学与工程学院 | http://ese.kmust.edu.cn/ | 电话:0871-65920508; 0871-65920492; 0871-65920530
国土资源工程学院 | http://gzy.kust.edu.cn/ | 电话:0871-65153408
机电工程学院 | http://jdxy.kust.edu.cn/ | 电话:0871-65933119
建筑工程学院 | http://jg.kust.edu.cn/ | 电话:0871-65916810
建筑与城市规划学院 | http://arch.kmust.edu.cn/ | 邮箱:kmust_facp@kust.edu.cn | 电话:0871-65916871
化学工程学院 | http://hg.kmust.edu.cn/ | 电话:0871-65920171
电力工程学院 | http://pwee.kmust.edu.cn/ | 电话:0871-65916840
民航与航空学院 | http://mhhk.kmust.edu.cn/ | 电话:0871-65919580; 0871-65950023; 0871-65919842
现代农业工程学院 | http://ngxy.kust.edu.cn/ | 电话:0871-65920379
食品科学与工程学院 | http://spxy.kust.edu.cn/ | 电话:0871-65916836
理学院 | http://lxy.kmust.edu.cn/ | 电话:0871-65916456
卓越工程师学院 | https://gcee.kust.edu.cn/ | 电话:0871-65123062",
151,吉林省,长春理工大学,长春市,软科top150,公办,138,http://www.cust.edu.cn/zsjy2026/index.htm,,cust@cust.edu.cn,,http://www.cust.edu.cn/zsjy2026/yjszs20261/index.htm,,cust@cust.edu.cn,,http://www.cust.edu.cn/jlhz2026/gjhz20261/index.htm,,cust@cust.edu.cn,,,0,,
152,安徽省,安徽农业大学,,软科top150,公办,143,https://www.ahau.edu.cn/zsjy.htm,,,,http://yjs.ahau.edu.cn,,yjsy@ahau.edu.cn,2026-09-04,https://gjjl.ahau.edu.cn/,,,"李大祥 处长、主任、院长（党支部书记）
丁惠 副处长、副院长
马超 副处长、副院长
欧阳晓宇 主任科员
陈泓任 主任科员
姜婕 主任科员
刘巧红 副主任科员
康家佳 副科级 专职辅导员
徐亦凡 科员
吴骁 科员
仇旭 副教授（汉语课程教学）
朱晨 副教授（汉语课程教学）
杜永辉 讲师（汉语课程教学）
陈文东 讲师（汉语课程教学）: chenwendong@ahau.edu.cn
习近平 书记（主持）",,7,"食品与营养学院 | https://spyyyxy.ahau.edu.cn
生物制造学院、生命科学学院 | http://smkx.ahau.edu.cn/ | 邮箱:smkxxyzz@ahau.edu.cn | 电话:0551-65780102
资源与环境学院 | http://zhxy.ahau.edu.cn/ | 邮箱:zhxy@ahau.edu.cn | 电话:0551-65786595
智能制造学院、机械与车辆工程学院 | http://gxy.ahau.edu.cn/ | 邮箱:gxy@ahau.edu.cn | 电话:0551-65786317
材料与化学学院 | https://clyhxxy.ahau.edu.cn
人工智能学院 | https://xzxy.ahau.edu.cn | 邮箱:xzxy@ahau.edu.cn | 电话:0551-65786155
电子与电气工程学院 | https://eee.ahau.edu.cn/ | 邮箱:eeebgs@ahau.edu.cn | 电话:0551-65780831",
153,安徽省,安徽师范大学,,软科top150,公办,145,http://zsjy.ahnu.edu.cn/,,,,https://gs.ahnu.edu.cn/,,,(0553)5910591,https://global.ahnu.edu.cn/,网站访问量,,"杜俊 处长（负责主持全处工作）: dujun@ahnu.edu.cn
杜俊 处长
陆洲 副处长（负责国际合作项目、国际化发展项目等）: zhoulu@ahnu.edu.cn
陆洲 副处长
黄昌 副处长（负责来华留学管理、因公出国（境）管理等）: chuang@ahnu.edu.cn
黄昌 副处长
负责 主任（全处工作。 邮箱：dujun@ahnu.edu.cn）: dujun@ahnu.edu.cn",0553-3869457,8,"数学与统计学院 | https://math.ahnu.edu.cn/ | 邮箱:xzbgs@mail.ahnu.edu.cn | 电话:0553-5910931（
物理与光电学院 | https://physics.ahnu.edu.cn/ | 邮箱:ahnusj@mail.ahnu.edu.cn; jplv2014@mail.ahnu.edu.cn; lingcx11@ahnu.edu.cn | 电话:0553--3869894; 0553-3869380
化学与分子科学学院 | https://chem.ahnu.edu.cn/ | 邮箱:glzhuang@ahnu.edu.cn; ahsdhcxyjw@126.com | 电话:09-082026; 0553-3883513; 0553-3937139
地理与旅游学院 | https://geography.ahnu.edu.cn/ | 邮箱:ffm1974@mail.ahnu.edu.cn; asdqc@ahnu.edu.cn | 电话:082026-09; 0553-5910688; 0553-5910937
生命科学学院 | https://biology.ahnu.edu.cn/ | 电话:0553-3869297
生态与环境学院 | https://envirsci.ahnu.edu.cn/ | 邮箱:yanyunzhi@ahnu.edu.cn | 电话:0553-5910198; 0553-5910805
智能材料与未来能源学院 | https://future.ahnu.edu.cn/
智能信息与先进制造学院 | https://iiam.ahnu.edu.cn/ | 邮箱:490207399@qq.com; long005@ahnu.edu.cn | 电话:082026-09; 0553-5912357; 0553-5912371",
154,山东省,山东农业大学,,软科top150,公办,128,https://www.sdau.edu.cn/13419/list.htm,,,090202000305,http://yjsc.sdau.edu.cn/index/zsgz.htm,,,,http://guojichu.sdau.edu.cn,,lijifa@sdau.edu.cn; sdauws@sdau.edu.cn,,8242297,8,"资源与环境学院 | https://zihuan.sdau.edu.cn
园艺科学与工程学院 | https://yyxy.sdau.edu.cn
机械与电子工程学院 | https://jdxy.sdau.edu.cn
食品科学与工程学院 | https://food.sdau.edu.cn | 邮箱:webmaster@sdau.edu.cn
生命科学学院 | https://life.sdau.edu.cn/ | 邮箱:webmaster@sdau.edu.cn
水利土木工程学院 | https://shuitu.sdau.edu.cn/
信息科学与工程学院 | https://xinxi.sdau.edu.cn | 邮箱:xxxy@sdau.edu.cn | 电话:0538-8249275
化学与材料科学学院 | https://huaxue.sdau.edu.cn | 邮箱:xuc@sdau.edu.cn; zhangk@sdau.edu.cn; tttang@sdau.edu.cn | 电话:0538-8248797",
155,山东省,山东师范大学,,软科top150,公办,104,http://sdnu.sdbys.com/,,,,,,,,http://www.oip.sdnu.edu.cn/,,,"马茂祥 处长（分工：主持全面工作、分管出国（境）工作）
李杰 副处长（分工：分管孔子学院、海外引智及国际会议）
张鸥 副处长（分工：分管外事接待、校际交流及合作办学）
郑琳琳 副科长（分工：因公出国工作）
王雪瑶 科员（分工：亚洲地区）
霍文婧 科长（分工：外国专家工作）
马茂祥 主任（分工：主持全面工作）
吴锡路 副主任
胡雨燕 科员
周连勇 处长（负责同志参与此次座谈）
冯继康 书记（负责同志参加会见）
张文新 副书记（负责同志参加会见和工作汇报）
宁静波 副院长（主持）
苏树伟 副书记（负责人... 了解更多）",,5,"数学与统计学院 | https://maths.sdnu.edu.cn/ | 邮箱:sms@sdnu.edu.cn | 电话:0531-86181790
化学化工与材料科学学院 | https://hxc.sdnu.edu.cn/ | 电话:17877285417
生命科学学院 | https://lsc.sdnu.edu.cn/ | 邮箱:620214@sdnu.edu.cn | 电话:0531-86180795; 0531-86180107
地理与环境学院 | https://pre.sdnu.edu.cn/ | 邮箱:sdnudh@sdnu.edu.cn | 电话:0531-86181939
通信与电子工程学院 | https://txydz.sdnu.edu.cn/ | 电话:17877285417",
156,山东省,山东科技大学,,软科top150,公办,140,https://school.gxjy.sdei.edu.cn/career,,jysc@sdust.edu.cn; tajy@sdust.edu.cn; jnjy@sdust.edu.cn,0538-3078998; 0531-58863150,http://yjsy.sdust.edu.cn/,,,0532-86057664,http://fao.sdust.edu.cn/,,,"禹文芳 书记（主持会议）
禹文芳 处长: ywfjana@sdust.edu.cn
张亚伟 副处长: yawei@sdust.edu.cn
刘晓丹 科员: skd996342@sdust.edu.cn
丁子懿 科员: skd995189@sdust.edu.cn
李亮莹 科员: skd996119@sdust.edu.cn
张亚伟 副处长（主持）
禹文芳 处长（主持）
际项目 副部长（主持会议）",,14,"能源与矿业工程学院 | https://cms.sdust.edu.cn/ | 邮箱:sdustkytw@126.com | 电话:0532-80681288
测绘与空间信息学院 | https://gc.sdust.edu.cn/ | 邮箱:chxy@sdust.edu.cn | 电话:0532-86057276
地球科学与工程学院 | https://cgse.sdust.edu.cn/ | 邮箱:skddkxy@sdust.edu.cn | 电话:0532-86057219
土木工程与建筑学院 | https://fcea.sdust.edu.cn/ | 电话:0532-86057657
机械电子工程学院 | https://cmee.sdust.edu.cn/ | 邮箱:skdjddz@163.com | 电话:0532-86057540
电气与自动化工程学院 | https://xindian.sdust.edu.cn/ | 电话:0532-86057152
电子信息工程学院 | https://dxxy.sdust.edu.cn/ | 电话:0532-86057768
化学与生物工程学院 | https://huagong.sdust.edu.cn/ | 邮箱:hgxy@sdust.edu.cn | 电话:0532-86057106; 0532-80657105; 0532-80691707
材料科学与工程学院 | https://cmse.sdust.edu.cn/ | 邮箱:skdclxy@sdust.edu.cn | 电话:0532-86057770--
交通学院 | https://jt.sdust.edu.cn/ | 邮箱:jtxyxwzx@163.com | 电话:0532-86057885
海洋科学与工程学院 | https://ioe.sdust.edu.cn/ | 邮箱:sdkdhy@sdust.edu.cn | 电话:0532-80698656
储能技术学院 | https://est.sdust.edu.cn/ | 电话:0532-58090500
资源学院 | https://zyxy.sdust.edu.cn/
智能装备学院 | https://znzb.sdust.edu.cn/ | 电话:0538-3078711(",
157,山东省,青岛大学,,软科top150,公办,108,https://www.qdu.edu.cn/zsjy.htm,电话,xiaozhang@qdu.edu.cn; shuji@qdu.edu.cn,021202000856,http://grad.qdu.edu.cn/,小程序,yjsy@qdu.edu.cn,,https://international.qdu.edu.cn/,,intel@qdu.edu.cn,共同为 部长（负责人）,0532-85954159,12,"数学与统计学院 | https://maths.qdu.edu.cn
物理科学学院 | https://physics.qdu.edu.cn
化学化工学院 | https://hxhg.qdu.edu.cn | 电话:0532-85955529; 0532-85951290; 0532-85953152
生命科学学院 | https://smkx.qdu.edu.cn
机电工程学院 | https://jdxy.qdu.edu.cn
材料科学与工程学院 | https://clxy.qdu.edu.cn | 邮箱:qddxclxydzb@qdu.edu.cn | 电话:021202000856; 0532-85958721
自动化学院 | https://zdh.qdu.edu.cn
电气工程学院 | https://ee.qdu.edu.cn
电子信息学院 | https://dzxxxy.qdu.edu.cn | 电话:0532-85953300
计算机科学技术学院 | https://cst.qdu.edu.cn/ | 邮箱:cst@qdu.edu.cn; qddxjsjyz@163.com | 电话:0532-85955812（
环境与地理科学学院 | https://env.qdu.edu.cn
纺织服装学院 | https://ctc.qdu.edu.cn | 邮箱:ffxydzb@126.com | 电话:(0532)85953358",
158,山西省,中北大学,,软科top150,公办,144,http://zbzs.nuc.edu.cn/,,zb@nuc.edu.cn,0351-3922280,http://grs.nuc.edu.cn/,,webmaster@nuc.edu.cn,14010002001,http://international.nuc.edu.cn/,,,,3921431; 0351-3922084,16,"科学技术研究院 | http://std.nuc.edu.cn | 电话:14010002001
机电工程学院 | http://jdgc.nuc.edu.cn/ | 电话:14010002001
机械工程学院 | http://jxdl.nuc.edu.cn/ | 邮箱:webmaster@nuc.edu.cn | 电话:14010002001
材料科学与工程学院 | http://3y.nuc.edu.cn/ | 邮箱:webmaster@nuc.edu.cn | 电话:0351-3557519
化学与化工学院 | http://hgxy.nuc.edu.cn/ | 邮箱:hgxy@nuc.edu.cn | 电话:14010002001
信息与通信工程学院 | http://5y.nuc.edu.cn/ | 邮箱:zbdx5y@nuc.edu.cn | 电话:0351-3559476
仪器与电子学院 | http://6y.nuc.edu.cn/ | 电话:14010002001
计算机科学与技术学院 | http://cst.nuc.edu.cn | 邮箱:7y@nuc.edu.cn | 电话:0351-3923623; 0351-3922181; 0351-3925288
数学学院 | http://math.nuc.edu.cn/ | 电话:14010002001
软件学院 | http://ss.nuc.edu.cn/ | 电话:0351-3924579
环境与安全工程学院 | http://hjaq.nuc.edu.cn | 邮箱:hjaq@nuc.edu.cn | 电话:0351-3920588
电气与控制工程学院 | http://ece.nuc.edu.cn | 电话:0351-3921005; 0351-3920162; 0351-3921182
能源与动力工程学院 | http://epe.nuc.edu.cn | 电话:14010002001
航空宇航学院 | http://hkyh.nuc.edu.cn | 电话:14010002001
半导体与物理学院 | http://bdtywlxy.nuc.edu.cn/ | 电话:14010002001
卓越工程师学院 | https://zgxy.nuc.edu.cn/ | 邮箱:zgxqhzb@nuc.edu.cn | 电话:14010002001; 0351-3058926; 0351-3058939",
159,广东省,广东工业大学,广州市,软科top150,公办,96,https://career.gdut.edu.cn,,gdutjob@126.com,020-39322210,https://yjs.gdut.edu.cn,,,,https://wsc.gdut.edu.cn/index.htm,,,,14655015124,15,"机电工程学院 | https://jdgcxy.gdut.edu.cn
信息工程学院 | https://xxgcxy.gdut.edu.cn
计算机学院 | https://cs.gdut.edu.cn/ | 邮箱:jsj@gdut.edu.cn
建筑与城市规划学院 | https://arc.gdut.edu.cn | 邮箱:jzcgxy@gdut.edu.cn
集成电路学院 | https://sme.gdut.edu.cn/ | 邮箱:ic@gdut.edu.cn
卓越工程师学院 | https://zygcsxy.gdut.edu.cn/ | 邮箱:zygcsxy@gdut.edu.cn
自动化学院 | https://automation.gdut.edu.cn | 邮箱:zdhyb@gdut.edu.cn
土木与交通工程学院 | https://tmjtxy.gdut.edu.cn | 邮箱:tmjwgl@gdut.edu.cn
材料与能源学院 | https://clnyxy.gdut.edu.cn | 邮箱:cnxy@gdut.edu.cn
数学与统计学院 | https://math.gdut.edu.cn/ | 邮箱:yysxxy@gdut.edu.cn | 电话:020-87084403
生态环境与海洋学院 | https://seer.gdut.edu.cn | 邮箱:seer@gdut.edu.cn
轻工化工学院 | https://qghgxy.gdut.edu.cn | 邮箱:qhxy@gdut.edu.cn
环境科学与工程学院 | https://hkxy.gdut.edu.cn
物理与光电工程学院 | https://wlgdxy.gdut.edu.cn/ | 邮箱:wlgdxy@gdut.edu.cn
先进材料与技术研究院 | https://www.gdut.edu.cn/jgsz/kyjg.htm",
160,广东省,广州大学,广州市,软科top150,公办,105,http://www.gzhu.edu.cn/zsjy1.htm,,webmaster@gzhu.edu.cn,,http://yjsy.gzhu.edu.cn/,,yjsy@gzhu.edu.cn,020-39366238; 020-39366199,http://wsc.gzhu.edu.cn/,,,,,0,,
